ID	Block	Trial	CSI	Practice	Switch	Targetpos	Distpos	RT	Error	LagError	GoodTrial
2011	12	28	2	0	1	11	3	1110.67	0	0	1
2011	12	29	2	0	1	1	5	715.89	0	0	1
2011	12	30	1	0	1	8	12	1246.15	0	0	1
2011	12	31	2	0	1	3	7	742.202	0	0	1
2011	12	32	1	0	0	8	12	880.686	0	0	1
2011	12	33	2	0	1	10	2	678.123	0	0	1
2011	12	34	2	0	1	8	4	1031.13	0	0	1
2011	12	35	1	0	1	7	3	1243.27	0	0	1
2011	12	36	2	0	1	6	2	1174.97	0	0	1
2011	12	37	1	0	0	12	4	1230.78	0	0	1
2011	12	38	1	0	1	10	2	1495.36	0	0	1
2011	12	39	1	0	0	5	9	1924.68	0	0	1
2011	12	40	2	0	1	7	3	1174	0	0	1
2011	13	1	2	0	0	12	4	899.395	0	NaN	0
2011	13	2	1	0	1	3	7	1093.58	0	0	1
2011	13	3	2	0	1	12	8	847.199	0	0	1
2011	13	4	2	0	1	7	11	1315.14	0	0	1
2011	13	5	2	0	0	12	4	1477.63	0	0	1
2011	13	6	2	0	0	9	5	1286.71	0	0	1
2011	13	7	2	0	0	4	12	735.699	0	0	1
2011	13	8	2	0	0	1	5	822.092	0	0	1
2011	13	9	2	0	1	11	7	885.708	0	0	1
2011	13	10	1	0	1	5	1	639.353	0	0	1
2011	13	11	2	0	1	8	12	883.998	0	0	1
2011	13	12	1	0	1	7	11	934.054	0	0	1
2011	13	13	2	0	1	10	6	632.059	0	0	1
2011	13	14	2	0	1	11	3	1993.28	0	0	1
2011	13	15	2	0	1	4	8	919.711	0	0	1
2011	13	16	1	0	1	7	3	945.876	0	0	1
2011	13	17	2	0	1	5	9	1112.07	0	0	1
2011	13	18	2	0	1	6	2	1535.25	0	0	1
2011	13	19	2	0	0	11	7	1589.47	0	0	1
2011	13	20	2	0	1	9	5	892.745	0	0	1
2011	13	21	1	0	1	2	10	670.385	0	0	1
2011	13	22	1	0	0	3	7	2883.06	0	0	1
2011	13	23	1	0	1	10	2	708.045	0	0	1
2011	13	24	2	0	0	1	9	537.425	0	0	1
2011	13	25	1	0	0	7	3	1244.16	0	0	1
2011	13	26	2	0	1	1	9	1500.31	0	0	1
2011	13	27	1	0	0	7	11	2301.88	0	0	1
2011	13	28	2	0	0	2	6	1015.07	0	0	1
2011	13	29	2	0	1	12	4	782.836	0	0	1
2011	13	30	2	0	1	9	1	1582.06	0	0	1
2011	13	31	2	0	0	3	7	1532.68	0	0	1
2011	13	32	2	0	1	2	6	658.929	0	0	1
2011	13	33	1	0	1	5	9	1515.71	0	0	1
2011	13	34	2	0	1	3	7	2493.72	0	0	1
2011	13	35	1	0	0	4	12	1882.93	0	0	1
2011	13	36	2	0	0	9	5	1024.08	0	0	1
2011	13	37	1	0	1	2	6	900.445	0	0	1
2011	13	38	1	0	1	1	9	2210.83	0	0	1
2011	13	39	2	0	1	4	12	1301.47	0	0	1
2011	13	40	1	0	1	5	1	1091.83	0	0	1
2011	14	1	1	0	0	10	2	1235.37	0	NaN	0
2011	14	2	2	0	0	8	12	1327.3	0	0	1
2011	14	3	1	0	1	1	5	657.297	0	0	1
2011	14	4	1	0	1	2	6	2029.73	0	0	1
2011	14	5	2	0	1	7	11	1153.38	0	0	1
2011	14	6	1	0	0	12	8	840.306	0	0	1
2011	14	7	1	0	1	11	7	1945.4	0	0	1
2011	14	8	1	0	0	12	4	1687.6	0	0	1
2011	14	9	1	0	0	9	5	1196.88	0	0	1
2011	14	10	1	0	0	7	3	2467.76	0	0	1
2011	14	11	2	0	0	6	10	772.946	0	0	1
2011	14	12	2	0	1	3	7	548.614	0	0	1
2011	14	13	2	0	0	4	12	987.05	0	0	1
2011	14	14	2	0	0	5	1	650.742	0	0	1
2011	14	15	2	0	0	7	3	575.096	1	0	0
2011	14	16	2	0	0	9	1	2016.82	0	1	0
2011	14	17	2	0	1	8	12	780.509	0	0	1
2011	14	18	1	0	0	3	11	1419.81	0	0	1
2011	14	19	1	0	0	2	6	871.596	1	0	0
2011	14	20	2	0	0	1	5	1551.33	0	1	0
2011	14	21	1	0	0	3	7	1089.32	0	0	1
2011	14	22	1	0	0	10	6	1219.02	0	0	1
2011	14	23	2	0	0	12	4	1018.45	0	0	1
2011	14	24	2	0	0	1	9	786.747	0	0	1
2011	14	25	1	0	1	10	2	642.234	0	0	1
2011	14	26	1	0	0	8	4	1186.31	0	0	1
2011	14	27	1	0	0	11	7	1217.45	0	0	1
2011	14	28	2	0	0	2	10	1125.36	0	0	1
2011	14	29	2	0	0	3	7	807.533	0	0	1
2011	14	30	2	0	0	2	10	815.062	0	0	1
2011	14	31	2	0	0	3	11	771.001	0	0	1
2011	14	32	1	0	0	12	8	937.823	0	0	1
2011	14	33	1	0	0	10	6	864.125	0	0	1
2011	14	34	1	0	0	9	5	932.57	0	0	1
2011	14	35	1	0	1	4	8	3407.01	0	0	1
2011	14	36	2	0	0	6	10	2366.42	0	0	1
